model,seed,group,member_features,repetition,permutation,all_multiwindow_patient_shifts_nonzero,delta_pooled_mae,delta_patient_mae,delta_rmse,delta_bis_below_40_mae,delta_bis_40_to_60_mae,delta_bis_above_60_mae,seed_group_mean_delta_patient_mae,seed_group_sample_sd_delta_patient_mae,seed_group_minimum_delta_patient_mae,seed_group_maximum_delta_patient_mae,contribution_rank
gru,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",1,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0036711252299617136,0.010869264602661133,0.014570489929549346,0.03543233871459961,-0.01435089111328125,-0.0024480819702148438,0.011747479438781738,0.007910024830006933,0.0038480758666992188,0.02579808235168457,4.0
gru,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",2,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.004604063538937719,0.01566290855407715,0.011365277545968056,0.03368377685546875,-0.02718210220336914,-0.00545501708984375,0.011747479438781738,0.007910024830006933,0.0038480758666992188,0.02579808235168457,4.0
gru,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",3,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.013409415857517093,0.006783962249755859,0.0030032209267458754,0.03319072723388672,-0.04655766487121582,0.02893209457397461,0.011747479438781738,0.007910024830006933,0.0038480758666992188,0.02579808235168457,4.0
gru,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",4,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.004351096584813696,0.0070858001708984375,0.015686972835331936,0.036698102951049805,-0.024268627166748047,0.0766749382019043,0.011747479438781738,0.007910024830006933,0.0038480758666992188,0.02579808235168457,4.0
gru,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",5,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.004057689093132755,0.006814241409301758,0.01812202586594669,0.0154876708984375,-0.009624719619750977,0.0569310188293457,0.011747479438781738,0.007910024830006933,0.0038480758666992188,0.02579808235168457,4.0
gru,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",6,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.010867130142070192,0.010969161987304688,0.026298678274622844,0.04287838935852051,-0.009188175201416016,0.01917409896850586,0.011747479438781738,0.007910024830006933,0.0038480758666992188,0.02579808235168457,4.0
gru,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",7,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.013264992242968177,0.02579808235168457,0.029721543908453718,0.041684627532958984,-0.010898828506469727,0.06929969787597656,0.011747479438781738,0.007910024830006933,0.0038480758666992188,0.02579808235168457,4.0
gru,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",8,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.010619142579142427,0.024745941162109375,0.031085752658646548,0.03310441970825195,-0.0127716064453125,0.08764791488647461,0.011747479438781738,0.007910024830006933,0.0038480758666992188,0.02579808235168457,4.0
gru,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",9,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.005785252149850262,0.0038480758666992188,0.024958496794187823,0.022968769073486328,-0.01628398895263672,0.09674501419067383,0.011747479438781738,0.007910024830006933,0.0038480758666992188,0.02579808235168457,4.0
gru,21,hemodynamic,"hr,mbp,sbp,dbp",0,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.003449642290208832,0.006961822509765625,-0.00865445760151573,0.016808032989501953,-0.011932134628295898,-0.030404090881347656,0.0045226097106933595,0.012962285943318778,-0.019763469696044922,0.019303560256958008,5.0
gru,21,hemodynamic,"hr,mbp,sbp,dbp",1,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.0069437135565881825,0.006043672561645508,-0.012900619424205395,0.012277841567993164,-0.012517690658569336,-0.051453590393066406,0.0045226097106933595,0.012962285943318778,-0.019763469696044922,0.019303560256958008,5.0
gru,21,hemodynamic,"hr,mbp,sbp,dbp",2,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.0015532366755648397,0.014910221099853516,-0.003073184361894299,0.027092456817626953,-0.004904270172119141,-0.10581302642822266,0.0045226097106933595,0.012962285943318778,-0.019763469696044922,0.019303560256958008,5.0
gru,21,hemodynamic,"hr,mbp,sbp,dbp",3,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.0151432119970214,-0.008931875228881836,-0.010432898977247085,0.02016162872314453,-0.025463581085205078,-0.0962681770324707,0.0045226097106933595,0.012962285943318778,-0.019763469696044922,0.019303560256958008,5.0
gru,21,hemodynamic,"hr,mbp,sbp,dbp",4,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.01211807064249415,-0.009800910949707031,-0.018489631669675433,0.015449047088623047,-0.016203880310058594,-0.10586404800415039,0.0045226097106933595,0.012962285943318778,-0.019763469696044922,0.019303560256958008,5.0
gru,21,hemodynamic,"hr,mbp,sbp,dbp",5,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.027411689695610697,-0.019763469696044922,-0.027869368219191948,0.010571002960205078,-0.037976741790771484,-0.11880779266357422,0.0045226097106933595,0.012962285943318778,-0.019763469696044922,0.019303560256958008,5.0
gru,21,hemodynamic,"hr,mbp,sbp,dbp",6,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.01016025126771014,0.019303560256958008,-0.011307281344119069,0.01537013053894043,-0.014243841171264648,-0.09468793869018555,0.0045226097106933595,0.012962285943318778,-0.019763469696044922,0.019303560256958008,5.0
gru,21,hemodynamic,"hr,mbp,sbp,dbp",7,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.014778764556587554,0.012680768966674805,-0.015990345330164857,0.0288236141204834,-0.020671367645263672,-0.16741657257080078,0.0045226097106933595,0.012962285943318778,-0.019763469696044922,0.019303560256958008,5.0
gru,21,hemodynamic,"hr,mbp,sbp,dbp",8,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0008358537262207477,0.008318901062011719,-0.0005527399716562797,0.025265216827392578,-0.006121158599853516,-0.05670928955078125,0.0045226097106933595,0.012962285943318778,-0.019763469696044922,0.019303560256958008,5.0
gru,21,hemodynamic,"hr,mbp,sbp,dbp",9,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0026946499364757237,0.015503406524658203,0.004526263021983112,0.017285823822021484,-0.0003178119659423828,-0.040419578552246094,0.0045226097106933595,0.012962285943318778,-0.019763469696044922,0.019303560256958008,5.0
gru,21,respiratory,"spo2,etco2",0,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.009356684997644749,-0.010333776473999023,-0.012841286663912932,0.014200687408447266,-0.018503427505493164,-0.04619026184082031,-0.004377174377441406,0.0054047005517713345,-0.01220393180847168,0.007706403732299805,6.0
gru,21,respiratory,"spo2,etco2",1,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.011090522781338041,-0.007124662399291992,-0.012110321130980317,-0.00029587745666503906,-0.01831817626953125,-0.0047321319580078125,-0.004377174377441406,0.0054047005517713345,-0.01220393180847168,0.007706403732299805,6.0
gru,21,respiratory,"spo2,etco2",2,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.011111864532603377,-0.01220393180847168,-0.009983896734959252,0.007037162780761719,-0.02035975456237793,-0.02264690399169922,-0.004377174377441406,0.0054047005517713345,-0.01220393180847168,0.007706403732299805,6.0
gru,21,respiratory,"spo2,etco2",3,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.0031528853519322553,-0.004817962646484375,0.0023737827740637485,-0.008503198623657227,-0.008121728897094727,0.05913496017456055,-0.004377174377441406,0.0054047005517713345,-0.01220393180847168,0.007706403732299805,6.0
gru,21,respiratory,"spo2,etco2",4,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.0038784644821747705,-0.0035812854766845703,-0.007555785245760838,0.0079345703125,-0.006728649139404297,-0.03563642501831055,-0.004377174377441406,0.0054047005517713345,-0.01220393180847168,0.007706403732299805,6.0
gru,21,respiratory,"spo2,etco2",5,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.008147019933599342,-0.0054814815521240234,-0.008222601857069911,0.018166303634643555,-0.02182459831237793,-0.022804737091064453,-0.004377174377441406,0.0054047005517713345,-0.01220393180847168,0.007706403732299805,6.0
gru,21,respiratory,"spo2,etco2",6,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.001486064934621556,-0.0016489028930664062,-0.0021677335263854403,-0.0029418468475341797,-0.0039370059967041016,0.02387094497680664,-0.004377174377441406,0.0054047005517713345,-0.01220393180847168,0.007706403732299805,6.0
gru,21,respiratory,"spo2,etco2",7,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.0010174333608437003,-0.002970457077026367,-0.0009853256400891297,0.0017418861389160156,-0.005798816680908203,0.023059844970703125,-0.004377174377441406,0.0054047005517713345,-0.01220393180847168,0.007706403732299805,6.0
gru,21,respiratory,"spo2,etco2",8,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.013300295544420582,0.007706403732299805,0.011179534730339391,0.04545140266418457,-0.00613856315612793,0.016257286071777344,-0.004377174377441406,0.0054047005517713345,-0.01220393180847168,0.007706403732299805,6.0
gru,21,respiratory,"spo2,etco2",9,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.007469699365710181,-0.0033156871795654297,-0.010765181501822596,0.0007593631744384766,-0.012822151184082031,-0.0038275718688964844,-0.004377174377441406,0.0054047005517713345,-0.01220393180847168,0.007706403732299805,6.0
attention,21,current_bis,bis,0,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,5.504341133436499,6.530470132827759,7.957196838848789,5.610403060913086,3.7288386821746826,18.610363483428955,6.702963876724243,0.42770931467766454,6.124587297439575,7.485379457473755,1.0
attention,21,current_bis,bis,1,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,5.8759173134540585,7.246455430984497,8.142832643149486,6.052820205688477,4.266705751419067,17.388149738311768,6.702963876724243,0.42770931467766454,6.124587297439575,7.485379457473755,1.0
attention,21,current_bis,bis,2,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,6.761898547666343,7.485379457473755,8.767271573686154,7.239259719848633,5.0099937915802,18.00356149673462,6.702963876724243,0.42770931467766454,6.124587297439575,7.485379457473755,1.0
attention,21,current_bis,bis,3,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,6.2958748432682885,6.566809892654419,8.080956818430309,6.5438032150268555,4.899513483047485,15.857191562652588,6.702963876724243,0.42770931467766454,6.124587297439575,7.485379457473755,1.0
attention,21,current_bis,bis,4,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,6.515214261909035,6.184254884719849,8.412147142532218,6.730232238769531,5.099595308303833,16.373133182525635,6.702963876724243,0.42770931467766454,6.124587297439575,7.485379457473755,1.0
attention,21,current_bis,bis,5,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,6.201459195947182,6.56855320930481,8.31829785405964,6.666858673095703,4.693719148635864,15.628897190093994,6.702963876724243,0.42770931467766454,6.124587297439575,7.485379457473755,1.0
attention,21,current_bis,bis,6,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,5.579631138777058,6.124587297439575,7.42693735971873,6.092397689819336,4.281418561935425,13.188862323760986,6.702963876724243,0.42770931467766454,6.124587297439575,7.485379457473755,1.0
attention,21,current_bis,bis,7,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,5.9284366355114155,6.773146867752075,7.850340530588721,6.756409645080566,4.485134840011597,13.218552112579346,6.702963876724243,0.42770931467766454,6.124587297439575,7.485379457473755,1.0
attention,21,current_bis,bis,8,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,6.123100915387813,6.93873143196106,8.227993206394807,7.245522499084473,4.398938894271851,14.227222919464111,6.702963876724243,0.42770931467766454,6.124587297439575,7.485379457473755,1.0
attention,21,current_bis,bis,9,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,5.8599443106545515,6.611250162124634,8.170126441781932,6.751461029052734,4.15195107460022,14.887440204620361,6.702963876724243,0.42770931467766454,6.124587297439575,7.485379457473755,1.0
attention,21,bis_quality_and_dynamics,"bis_sqi,bis_slope",0,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.0003083730922197603,0.0005693435668945312,-0.0006870908905325379,0.001161336898803711,-0.0007658004760742188,-0.003470897674560547,0.00024175643920898438,0.0007488957179623197,-0.0008013248443603516,0.0018260478973388672,5.0
attention,21,bis_quality_and_dynamics,"bis_sqi,bis_slope",1,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,3.411521065332934e-05,0.0018260478973388672,0.0011174559182602906,0.001964092254638672,-0.0008234977722167969,-0.0021533966064453125,0.00024175643920898438,0.0007488957179623197,-0.0008013248443603516,0.0018260478973388672,5.0
attention,21,bis_quality_and_dynamics,"bis_sqi,bis_slope",2,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.0004842665039017646,0.0006856918334960938,0.00034101348427828526,0.0012309551239013672,-0.0007975101470947266,-0.005864143371582031,0.00024175643920898438,0.0007488957179623197,-0.0008013248443603516,0.0018260478973388672,5.0
attention,21,bis_quality_and_dynamics,"bis_sqi,bis_slope",3,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.0005285524121330099,-0.0003631114959716797,0.0003639808405866418,0.0012958049774169922,-0.0011448860168457031,-0.004084587097167969,0.00024175643920898438,0.0007488957179623197,-0.0008013248443603516,0.0018260478973388672,5.0
attention,21,bis_quality_and_dynamics,"bis_sqi,bis_slope",4,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.0003221995226860841,-0.00018930435180664062,0.00021377573696845786,0.0012586116790771484,-0.0007631778717041016,-0.004115581512451172,0.00024175643920898438,0.0007488957179623197,-0.0008013248443603516,0.0018260478973388672,5.0
attention,21,bis_quality_and_dynamics,"bis_sqi,bis_slope",5,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.0005289366133602869,0.0007560253143310547,-0.0015328296336933889,0.0015683174133300781,-0.0010557174682617188,-0.0060062408447265625,0.00024175643920898438,0.0007488957179623197,-0.0008013248443603516,0.0018260478973388672,5.0
attention,21,bis_quality_and_dynamics,"bis_sqi,bis_slope",6,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.00040739972709769035,-0.00027871131896972656,0.00011899822094196821,0.0010416507720947266,-0.0005393028259277344,-0.005970001220703125,0.00024175643920898438,0.0007488957179623197,-0.0008013248443603516,0.0018260478973388672,5.0
attention,21,bis_quality_and_dynamics,"bis_sqi,bis_slope",7,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.00031071165971230386,-0.0008013248443603516,-0.00038757937463884673,0.0009434223175048828,-0.000698089599609375,-0.0030341148376464844,0.00024175643920898438,0.0007488957179623197,-0.0008013248443603516,0.0018260478973388672,5.0
attention,21,bis_quality_and_dynamics,"bis_sqi,bis_slope",8,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-3.876088860321758e-05,2.6226043701171875e-06,0.0011607342854365044,0.0014293193817138672,-0.00023889541625976562,-0.0051631927490234375,0.00024175643920898438,0.0007488957179623197,-0.0008013248443603516,0.0018260478973388672,5.0
attention,21,bis_quality_and_dynamics,"bis_sqi,bis_slope",9,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.00012576220418702988,0.00021028518676757812,-0.00035722961704909295,0.0010714530944824219,-0.00055694580078125,-0.0022530555725097656,0.00024175643920898438,0.0007488957179623197,-0.0008013248443603516,0.0018260478973388672,5.0
attention,21,propofol,"ppf_rate,ppf_volume,ppf_cp,ppf_ce",0,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.05918945982389312,0.07475924491882324,0.08261000251046102,0.08632206916809082,0.026985883712768555,0.1825881004333496,0.0673220157623291,0.007065660829526394,0.05326533317565918,0.07708048820495605,2.0
attention,21,propofol,"ppf_rate,ppf_volume,ppf_cp,ppf_ce",1,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.04612128271968707,0.06808972358703613,0.08877459906327001,0.036751747131347656,0.039054155349731445,0.14269256591796875,0.0673220157623291,0.007065660829526394,0.05326533317565918,0.07708048820495605,2.0
attention,21,propofol,"ppf_rate,ppf_volume,ppf_cp,ppf_ce",2,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.044896470701377034,0.05326533317565918,0.07490588597747294,0.05490303039550781,0.0393064022064209,0.042298316955566406,0.0673220157623291,0.007065660829526394,0.05326533317565918,0.07708048820495605,2.0
attention,21,propofol,"ppf_rate,ppf_volume,ppf_cp,ppf_ce",3,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.04977445560996685,0.06851387023925781,0.08142559010094796,0.048519134521484375,0.0440671443939209,0.09914445877075195,0.0673220157623291,0.007065660829526394,0.05326533317565918,0.07708048820495605,2.0
attention,21,propofol,"ppf_rate,ppf_volume,ppf_cp,ppf_ce",4,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.060865429200845256,0.06998610496520996,0.08197339315015917,0.05170154571533203,0.05959463119506836,0.11214876174926758,0.0673220157623291,0.007065660829526394,0.05326533317565918,0.07708048820495605,2.0
attention,21,propofol,"ppf_rate,ppf_volume,ppf_cp,ppf_ce",5,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.04529729590811682,0.06926727294921875,0.07010718861838772,0.03962349891662598,0.053540945053100586,0.00794219970703125,0.0673220157623291,0.007065660829526394,0.05326533317565918,0.07708048820495605,2.0
attention,21,propofol,"ppf_rate,ppf_volume,ppf_cp,ppf_ce",6,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.05085993837423075,0.05880880355834961,0.07343067872772302,0.048052310943603516,0.04482269287109375,0.10979175567626953,0.0673220157623291,0.007065660829526394,0.05326533317565918,0.07708048820495605,2.0
attention,21,propofol,"ppf_rate,ppf_volume,ppf_cp,ppf_ce",7,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.05522671634706766,0.07708048820495605,0.08424780295286904,0.06421875953674316,0.0361170768737793,0.1606888771057129,0.0673220157623291,0.007065660829526394,0.05326533317565918,0.07708048820495605,2.0
attention,21,propofol,"ppf_rate,ppf_volume,ppf_cp,ppf_ce",8,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.05897535831663214,0.0694725513458252,0.08359361581242553,0.06833171844482422,0.03766632080078125,0.17961502075195312,0.0673220157623291,0.007065660829526394,0.05326533317565918,0.07708048820495605,2.0
attention,21,propofol,"ppf_rate,ppf_volume,ppf_cp,ppf_ce",9,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.054949874846584645,0.06397676467895508,0.08969220300020364,0.059114694595336914,0.03457164764404297,0.19201135635375977,0.0673220157623291,0.007065660829526394,0.05326533317565918,0.07708048820495605,2.0
attention,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",0,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.0002808264687468309,-0.0004177093505859375,-0.0008138835681723577,2.0503997802734375e-05,-1.5020370483398438e-05,-0.0036802291870117188,-0.00020122528076171875,0.00019386087540216587,-0.0005197525024414062,6.937980651855469e-05,6.0
attention,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",1,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.00025212007700137207,-0.00022101402282714844,-0.0006159985952791658,1.0013580322265625e-05,-0.0001533031463623047,-0.0021948814392089844,-0.00020122528076171875,0.00019386087540216587,-0.0005197525024414062,6.937980651855469e-05,6.0
attention,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",2,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,4.8991925476471465e-05,-6.67572021484375e-05,-0.00012246461444487267,2.4557113647460938e-05,-3.0517578125e-05,0.0007677078247070312,-0.00020122528076171875,0.00019386087540216587,-0.0005197525024414062,6.937980651855469e-05,6.0
attention,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",3,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0001863646862694246,6.937980651855469e-05,0.0002585957867191624,5.650520324707031e-05,0.00017952919006347656,0.0008292198181152344,-0.00020122528076171875,0.00019386087540216587,-0.0005197525024414062,6.937980651855469e-05,6.0
attention,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",4,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.00011256032460771337,-0.0003032684326171875,-0.0004518660595786983,-5.14984130859375e-05,5.14984130859375e-05,-0.0016455650329589844,-0.00020122528076171875,0.00019386087540216587,-0.0005197525024414062,6.937980651855469e-05,6.0
attention,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",5,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-5.213897235778475e-05,-0.0001354217529296875,-0.00025534182279862705,-2.0742416381835938e-05,5.14984130859375e-05,-0.000988006591796875,-0.00020122528076171875,0.00019386087540216587,-0.0005197525024414062,6.937980651855469e-05,6.0
attention,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",6,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,5.038722972194876e-07,3.933906555175781e-05,5.7072617031472817e-05,-7.963180541992188e-05,0.0001277923583984375,-0.0006098747253417969,-0.00020122528076171875,0.00019386087540216587,-0.0005197525024414062,6.937980651855469e-05,6.0
attention,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",7,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-0.00043331774933141887,-0.0005197525024414062,-0.0009747573609324434,4.291534423828125e-06,-0.00012159347534179688,-0.004802703857421875,-0.00020122528076171875,0.00019386087540216587,-0.0005197525024414062,6.937980651855469e-05,6.0
attention,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",8,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-9.935407910566241e-05,-0.0003383159637451172,-0.0003996169409035133,1.33514404296875e-05,3.647804260253906e-05,-0.0016469955444335938,-0.00020122528076171875,0.00019386087540216587,-0.0005197525024414062,6.937980651855469e-05,6.0
attention,21,remifentanil,"rftn_rate,rftn_volume,rftn_cp,rftn_ce",9,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,-2.039938356990234e-05,-0.00011873245239257812,0.00021698694841187915,0.000110626220703125,0.0001423358917236328,-0.0018587112426757812,-0.00020122528076171875,0.00019386087540216587,-0.0005197525024414062,6.937980651855469e-05,6.0
attention,21,hemodynamic,"hr,mbp,sbp,dbp",0,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0007817859114553904,0.0014202594757080078,0.004644800011696759,3.933906555175781e-05,0.0007281303405761719,0.004561424255371094,0.0014161348342895507,0.00013882259668753243,0.0011806488037109375,0.0016405582427978516,3.0
attention,21,hemodynamic,"hr,mbp,sbp,dbp",1,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0003828938010994598,0.0011806488037109375,0.004259408645227225,-0.00010609626770019531,0.00017142295837402344,0.004217624664306641,0.0014161348342895507,0.00013882259668753243,0.0011806488037109375,0.0016405582427978516,3.0
attention,21,hemodynamic,"hr,mbp,sbp,dbp",2,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0008497847149468996,0.0015959739685058594,0.004434231071527961,0.00010204315185546875,0.0005316734313964844,0.00667572021484375,0.0014161348342895507,0.00013882259668753243,0.0011806488037109375,0.0016405582427978516,3.0
attention,21,hemodynamic,"hr,mbp,sbp,dbp",3,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0007170462135364097,0.001382589340209961,0.004259941690509805,4.696846008300781e-05,0.00036406517028808594,0.006458759307861328,0.0014161348342895507,0.00013882259668753243,0.0011806488037109375,0.0016405582427978516,3.0
attention,21,hemodynamic,"hr,mbp,sbp,dbp",4,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0007523824273314439,0.0013418197631835938,0.004835165278483267,7.62939453125e-05,0.0005843639373779297,0.005105495452880859,0.0014161348342895507,0.00013882259668753243,0.0011806488037109375,0.0016405582427978516,3.0
attention,21,hemodynamic,"hr,mbp,sbp,dbp",5,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0007097814295518035,0.0013020038604736328,0.004365923644737535,-8.344650268554688e-06,0.0006172657012939453,0.00467681884765625,0.0014161348342895507,0.00013882259668753243,0.0011806488037109375,0.0016405582427978516,3.0
attention,21,hemodynamic,"hr,mbp,sbp,dbp",6,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0009267959030516693,0.0016405582427978516,0.005047724764055239,-1.049041748046875e-05,0.0005729198455810547,0.007884025573730469,0.0014161348342895507,0.00013882259668753243,0.0011806488037109375,0.0016405582427978516,3.0
attention,21,hemodynamic,"hr,mbp,sbp,dbp",7,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0008402253585404473,0.0014405250549316406,0.004755820300432312,0.0001087188720703125,0.0007746219635009766,0.004661083221435547,0.0014161348342895507,0.00013882259668753243,0.0011806488037109375,0.0016405582427978516,3.0
attention,21,hemodynamic,"hr,mbp,sbp,dbp",8,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0007508798781268311,0.0013427734375,0.004482325322225478,-2.5033950805664062e-05,0.0006203651428222656,0.005269527435302734,0.0014161348342895507,0.00013882259668753243,0.0011806488037109375,0.0016405582427978516,3.0
attention,21,hemodynamic,"hr,mbp,sbp,dbp",9,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0009446823061010079,0.0015141963958740234,0.005110584206274638,0.00022220611572265625,0.0004551410675048828,0.007966995239257812,0.0014161348342895507,0.00013882259668753243,0.0011806488037109375,0.0016405582427978516,3.0
attention,21,respiratory,"spo2,etco2",0,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0005872092597964951,0.0008301734924316406,0.0013018649849669828,7.486343383789062e-05,-0.00035309791564941406,0.01010894775390625,0.0009617090225219726,0.0002456654583032213,0.0005946159362792969,0.0013344287872314453,4.0
attention,21,respiratory,"spo2,etco2",1,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0002420630053689976,0.0005946159362792969,0.00029278788060427274,-0.00014495849609375,-0.001039743423461914,0.011807918548583984,0.0009617090225219726,0.0002456654583032213,0.0005946159362792969,0.0013344287872314453,4.0
attention,21,respiratory,"spo2,etco2",2,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0008916914190173486,0.001096487045288086,0.0012739707767677189,0.00024056434631347656,-0.0004184246063232422,0.01387166976928711,0.0009617090225219726,0.0002456654583032213,0.0005946159362792969,0.0013344287872314453,4.0
attention,21,respiratory,"spo2,etco2",3,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0009407374147714087,0.0013344287872314453,0.0018145335648487304,-8.273124694824219e-05,-7.176399230957031e-05,0.013329505920410156,0.0009617090225219726,0.0002456654583032213,0.0005946159362792969,0.0013344287872314453,4.0
attention,21,respiratory,"spo2,etco2",4,within_patient_nonzero_circular_shift_complete_trajectory_and_mask,True,0.0006616186936119206,0.0009706020355224609,0.001374314303059343,-4.3392181396484375e-05,-0.0005857944488525391,0.013408660888671875,0.0009617090225219726,0.0002456654583032213,0.0005946159362792969,0.0013344287872314453,4.0
